Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
B5_3_BG_BP_control_SB,2024-08-01 18:09:56.189,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B5_3_BG_BP_control (1).mov,716.320,25.0,No focal subject,Trial end,,,POINT,630.360,630.360,NA,,
B7_1_GG_BR_control_SB,2024-08-02 12:37:40.637,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_1_GG_BR_control (1).mp4,660.636,30.0,No focal subject,Trial end,,,POINT,631.737,631.737,NA,,
B9_3_GP_BB_control_SB,2024-08-03 18:23:22.448,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B9_3_GP_BB_control.mp4,685.133,30.0,No focal subject,Trial end,,,POINT,632.133,632.133,NA,,
B4_6_BB_BP_novel_SB,2024-08-01 17:46:13.208,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B4_6_BB_BP_novel (1).mp4,655.040,25.0,No focal subject,Trial end,,,POINT,632.640,632.640,NA,,
B3_1_GR_BY_control_SB,2024-08-01 14:28:45.569,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_1_GR_BY_control.mp4,689.033,30.0,No focal subject,Trial end,,,POINT,633.300,633.300,NA,,
B2_8_YY_PP_novel_SB,2024-08-01 14:24:05.953,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B2_8_YY_PP_novel.mov,683.400,30.0,No focal subject,Trial end,,,POINT,636.033,636.033,NA,,
B3_3_PY_BP_novel_SB,2024-08-01 14:46:23.076,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_3_PY_BP_novel.mp4,722.070,30.0,No focal subject,Trial end,,,POINT,636.803,636.803,NA,,
B2_4_GR_PP_novel_SB,2024-08-01 12:00:36.011,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B2_4_GR_PP_novel.mp4,694.464,30.0,No focal subject,Trial end,,,POINT,644.063,644.063,NA,,
B3_3_BP_BP_novel_SB,2024-08-01 14:40:44.938,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_3_BP_BP_novel.mp4,757.267,30.0,No focal subject,Trial end,,,POINT,645.667,645.667,NA,,
B2_7_A_novel_SB,2024-08-01 13:39:14.835,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B2_7_A_novel.mov,921.367,30.0,black,Zone of Interest,,,STATE,684.199,710.099,25.900,,
B2_5_A_control_SB,2024-08-01 13:04:27.532,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B2_5_A_control.mov,750.600,30.0,No focal subject,Trial end,,,POINT,688.767,688.767,NA,,
B2_7_A_novel_SB,2024-08-01 13:39:14.835,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B2_7_A_novel.mov,921.367,30.0,blue,Zone of Interest,,,STATE,693.566,803.299,109.733,,
B2_7_A_novel_SB,2024-08-01 13:39:14.835,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B2_7_A_novel.mov,921.367,30.0,No focal subject,Trial end,,,POINT,803.299,803.299,NA,,
